id;nimi;kuvaus;voimassaolo_alkaa;erikoisala_id;kategoria_id
3318;4.5. Osaan epäillä, tunnistaa ja hoitaa sairauksien epätyypillisiä ja aikaisia vaiheita ;"<b>Alkuvaiheen erikoistuva</b>
<br />
Tunnen yleisimpien sairauksien tavanomaisen kulun ja pidän mielessäni kaikki erotusdiagnostiset vaihtoehdot.
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Tunnistan tautien epätyypillisiä ja heikkoja signaaleja ja huolehdin seurannasta.
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Vältän ali- ja ylidiagnostiikkaa ja olen valmis arvioimaan potilaan tilanteen uudelleen.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Kehitän työyhteisön osaamista ja toimintatapoja tukemaan oikea-aikaista hoidontarpeen arviointia ja diagnostiikkaa.";2020-08-01;50;3303
3319;4.6. Osaan hallita työhöni liittyvän epävarmuuden ja tehdä tarkoituksenmukaisia päätöksiä keskeneräisissäkin asioissa;"<b>Alkuvaiheen erikoistuva</b>
<br />
Tunnistan epävarmuuteni ja tiedän mistä tai keneltä pyydän apua.
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Hoidan potilasta epävarmuuden tunteesta huolimatta potilasturvallisuus huomioon ottaen.
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Suunnittelen ja hallitsen työtäni asioiden keskeneräisyydestä huolimatta.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Toimintani tukee työyhteisön prosesseja potilasturvalliseen suuntaan.";2020-08-01;50;3303
3320;4.7. Minulla on hyvät kliinisen tutkimisen taidot ja käytän niitä kulloisenkin potilaan ongelman vaatimalla tavalla;"<b>Alkuvaiheen erikoistuva</b>
<br />
Osaan tutkia potilaan kohdennetusti.
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Minulla on vahvat kliinisen tutkimisen taidot ja pystyn luottamaan kokemuksen tuomiin kliinisen tutkimisen rutiineihini.
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Osaan opettaa kliinisen tutkimisen taitoja työyhteisössäni.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Edistän hyviä kliinisen tutkimisen käytäntöjä toimintaympäristössäni.";2020-08-01;50;3303
3321;4.8. Käytän eri lähteistä kokoamaani potilastietoa potilaan hyödyksi;"<b>Alkuvaiheen erikoistuva</b>
<br />
Tiedän mistä tietolähteistä potilastietoa löytyy ja osaan yhdistellä niitä. Tunnen tietosuojaan liittyvät käytänteet.
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Osaan hakea potilastietoa tarkoituksenmukaisesti eri tietolähteistä hyödyntäen myös potilaan lähipiiriä ja muita ammattilaisia.
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Lisään ymmärrystä potilaan ongelmasta keräämäni olennaisen tiedon avulla esimerkiksi yhteenvedoin.
Integroin ja tuotan tietoa potilaan hyväksi.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Kehitän tapoja hyödyntää potilastietoa työyhteisössäni ja muissa kehitysryhmissä.";2020-08-01;50;3303
3322;4.9. Toimin kokonaisvaltaisella työotteella ja otan huomioon perheen, työn tai muun lähiyhteisön sekä kulttuuritaustan ja olemassaolon peruskysymysten merkityksen potilaan sairauksien synnyssä, kehittymisessä ja hoidossa;"<b>Alkuvaiheen erikoistuva</b>
<br />
Tunnistan kokonaisvaltaisen lähestymistavan ja hoidon jatkuvuuden merkityksen hyvän potilas-lääkärisuhteen rakentumisessa
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Huomioin hoidossa potilaan senhetkiseen elämänvaiheeseen vaikuttavat tekijät.
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Toimin ennakoivasti ja aktiivisesti vallitsevat olosuhteet huomioiden potilaan ja hänen lähipiirinsä parhaaksi.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Kehitän työyhteisöni toimintatapoja tukemaan kokonaisvaltaista työotetta ";2020-08-01;50;3303
3323;5.1. Osaan hankkia, tulkita ja soveltaa lääketieteellistä tietoa kriittisen tiedonhaun periaatteiden mukaisesti;"<b>Alkuvaiheen erikoistuva</b>
<br />
Käytän työssäni näyttöön perustuvia suosituksia ja muita luotettavia tietolähteitä.
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Sovellan näyttöön perustuvaa tietoa potilaiden hoidossa oman kokemukseni ja potilaiden tarpeiden sekä tilanteiden mukaisesti.
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Pystyn arvioimaan tieteellisiä tutkimuksia kriittisesti ja soveltamaan niitä omassa työssäni ja työyhteisössäni.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Teen tieteellistä tutkimusta tai toimin Käypä hoito –suositus -ryhmissä tai muissa vastaavissa tieteellisissä asiantuntijaryhmissä. ";2020-08-01;50;3304
3324;5.2. Tunnistan osaamiseni rajat ja kehittymistarpeeni sekä pidän suunnitelmallisesti yllä ja kehitän omaa ammattitaitoani;"<b>Alkuvaiheen erikoistuva</b>
<br />
Pysähdyn pohtimaan osaamistani ja kehittymistarpeitani ohjauskeskustelujen yhteydessä. Teen säännöllisesti kirjallisia muutoksia opiskelusuunnitelmaani (HOPS).
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Muutokset työtavoissani perustuvat osaamistani koskeviin pohdintoihini ja palautekeskusteluihin.
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Jatkan tavoitteellista ja suunnitelmallista ammattitaitoni kartuttamista.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Toimin pitkällä tähtäimellä siten, että toimipaikkani työntekijöiden osaaminen kokonaisuutena on monipuolista sekä vastaa potilaiden ja väestön tarpeita.";2020-08-01;50;3304
3325;5.3. Osaan välittää lääketieteellistä tietoa ja osaamista lääkäreille, muulle terveydenhuollon henkilöstölle sekä potilaille ja väestölle;"<b>Alkuvaiheen erikoistuva</b>
<br />
Pidän esityksiä toimipaikkakoulutuksissa.
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Toimin kandidaattien tai amanuenssien ohjaajana.
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Suunnittelen ja toteutan  toimipaikkakoulutusta tai työn kehittämistä, jotka ovat suunnattuja eri ammattiryhmille.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Suunnittelen ja toteutan muiden alojen asiantuntijoiden kanssa väestölle ja potilaille kohdennettua viestintää eri kanavia käyttäen heidän ymmärtämällään kielellä. ";2020-08-01;50;3304
3326;6.1. Osaan muodostaa ja ylläpitää luottamuksellisia, pitkäaikaisia ja potilasta kunnioittavia hoitosuhteita;"<b>Alkuvaiheen erikoistuva</b>
<br />
Kuuntelen ja keskustelen potilaan kanssa selvittäen hänen ajatuksensa, huolensa ja odotuksensa.
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Tunnistan hoitosuhteeseen liittyviä ilmiöitä ja tunteita ja ymmärrän hoitosuhteen ja hoidonjatkuvuuden merkityksen.
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Huolehdin hoidonjatkuvuuden tarkoituksenmukaisesta toteutumisesta ja pidän yllä myös vaikeaksi kokemiani potilassuhteita.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Kehitän työyhteisössäni toimintamalleja, jotka mahdollistavat pitkien ja potilaslähtöisten hoitosuhteiden ylläpitämistä. ";2020-08-01;50;3305
3327;6.2. Olen aidosti ja empaattisesti läsnä  kohtaamisessa potilaan kanssa kunnioittaen hänen toiveitaan;"<b>Alkuvaiheen erikoistuva</b>
<br />
Käytän keskeytyksetöntä kuuntelua luomaan luottamuksellisen ja välittävän ilmapiirin.
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Havainnoin potilaan tunnetilaa ja osoitan myötätuntoa.
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Olen aito ja empaattinen vaikeissakin potilastilanteissa ammatillisuuteni säilyttäen.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Olen yleislääketieteen erikoislääkärin roolimalli.";2020-08-01;50;3305
3328;6.3. Osaan vahvistaa potilaan omia voimavaroja ja ongelmanratkaisutaitoja sekä käyttää potilastyössä valmentavaa ja ohjaavaa työotetta;"<b>Alkuvaiheen erikoistuva</b>
<br />
Selvitän yhdessä potilaan kanssa hänen muutostarvettaan ja -valmiuttaan soveltaen motivoivan haastattelun keinoja.
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Selvitän aktiivisesti potilaalta hänen voimavaransa ja tavoitteensa (lähikehityksen vyöhyke).
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Etsin potilaan kanssa selviytymis- tai ratkaisukeinoja hänen valmiuksiensa ja tarpeensa mukaisesti.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Edistän valmentavan ja ohjaavan työotteen käyttöä työyhteisössäni.";2020-08-01;50;3305
3329;6.4. Laadimme yhdessä potilaan ja hänen hoitoonsa osallistuvien kanssa potilaslähtöisen hoitosuunnitelman;"<b>Alkuvaiheen erikoistuva</b>
<br />
Suunnittelen ja kirjaan potilaan sen hetkistä ongelmaa koskevat suunnitelmat perusteluineen huomioiden potilaan roolin hoidon toteuttamisessa.
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Laadin kansallisen ohjeistuksen mukaisesti yksilöllisen hoitosuunnitelman soveltaen hoitosuosituksia yhdessä potilaan ja hänen hoitoonsa osallistuvien kanssa.
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Teen potilaan tarpeiden mukaisen ja hänen toimijuuttaan edistävän hoitosuunnitelman, jossa perustelen yksilölliset ratkaisut. Potilaan hoitoon osallistuvat voivat tukeutua siihen myös silloin, kun ensisijainen suunnitelma ei riitä tai toteudu.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Edistän työyhteisössä hoitosuunnitelmien käyttöä ja kehitän toimintatapoja potilaan toimijuuden vahvistamiseksi.";2020-08-01;50;3305
3330;7.1. Osaan valita kulloiseenkin tilanteeseen sopivan viestintäkeinon/kanavan ja käytän sitä asianmukaisesti ;"<b>Alkuvaiheen erikoistuva</b>
<br />
Osaan käyttämäni potilastietojärjestelmän toiminnot ja rakenteisen kirjaamisen. Tunnen tietoturvalliset viestintäkeinot.
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Osaan soveltaa kaikkia käytössäni olevia viestintäkeinoja tai -kanavia kulloisellekin potilaalle tai hänen hoitoonsa liittyville yhteistyötahoille mielekkäimmällä tavalla.
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Väestön ja toimintaympäristön tuntemukseni mahdollistavat eri viestintäkeinojen laajan käytön sekä potilaskontakteissa että yhteistyöverkostoissa.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Kehitän ja opastan eri viestintäkeinojen käyttöä omassa työ- ja toimintaympäristössäni. Vastaan viestinnästä mediaan ja valtakunnallisiin yhteistyökumppaneihin.";2020-08-01;50;3306
3331;7.2. Ilmaisen itseäni selkeästi sekä suullisesti että kirjallisesti tilanteen ja viestintäkeinon/kanavan edellyttämillä tavoilla;"<b>Alkuvaiheen erikoistuva</b>
<br />
Kommunikoin sujuvasti potilaan kanssa hänen äidinkielellään, tarvittaessa tulkin välityksellä. Teen lain mukaiset ja ymmärrettävät rakenteiset sairauskertomusmerkinnät.
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Kommunikoin potilaan yksilölliset tarpeet ja toiveet huomioiden.
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Sovellan laaja-alaisesti vuorovaikutustaitoja sekä vaikeissa potilaskohtaamisissa että ammattien välisissä ryhmissä.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Kehitän ammattilaisille ja väestölle suunnattua viestintää sekä työyhteisössä että väestötasolla.";2020-08-01;50;3306
3332;7.3. Toimin monialaisissa ja ammattien välisissä ryhmissä tilanteen vaatimalla tavalla esimerkiksi jäsenenä, asiantuntijana, konsulttina tai johtajana;"<b>Alkuvaiheen erikoistuva</b>
<br />
Tunnistan oman roolini ammattien välisissä ryhmissä.
<br />
<br />
<b>Edistynyt erikoistuva</b>
<br />
Toimin oman roolini mukaisesti ammattien välisissä ryhmissä potilaan hoitoa edistääkseni.
<br />
<br />
<b>Erikoislääkäri</b>
<br />
Sovellan tarkoituksenmukaisesti ammattien välisen työn keinoja potilaan parhaaksi ja osallistun tarvittaessa monialaiseen työskentelyyn.
<br />
<br />
<b>Erityinen osaaminen</b>
<br />
Kehitän ja osallistun monialaisiin yhteistyöverkostoihin väestön tarpeiden mukaisesti tieteellinen näyttö huomioon ottaen";2020-08-01;50;3306
